source_ip,destination_ip,protocol,source_port,destination_port,duration,packets,bytes,packet_rate,connection_count,label
192.168.1.46,10.0.0.10,TCP,24306,80,12.48806977923829,51,2184,4.08389774413246,2,NORMAL
192.168.1.22,10.0.0.13,ICMP,50831,22,4.603433631356529,67,861,14.55435341646418,2,NORMAL
192.168.1.6,10.0.0.16,TCP,33603,443,7.4763687977439055,54,8316,7.222757659613477,2,NORMAL
192.168.1.49,10.0.0.17,ICMP,44338,443,3.5747406026999538,100,4863,27.97405773288035,2,NORMAL
192.168.1.12,10.0.0.18,ICMP,18479,443,9.192901662673206,70,576,7.614570738228117,1,NORMAL
192.168.1.24,10.0.0.11,ICMP,39561,80,2.7293279145949505,78,5017,28.578464164345636,2,NORMAL
192.168.1.49,10.0.0.19,ICMP,20743,443,1.1340069646850017,11,2944,9.70011679165967,2,NORMAL
192.168.1.19,10.0.0.16,UDP,55331,22,6.283739114594129,35,2050,5.569932067789335,1,NORMAL
192.168.1.8,10.0.0.8,UDP,3998,443,1.4612306962519463,31,1721,21.214993689576147,4,NORMAL
192.168.1.38,10.0.0.14,TCP,47139,22,9.179100898718648,41,1477,4.4666684082014365,3,NORMAL
192.168.1.14,10.0.0.7,TCP,47730,80,5.627152337344336,45,1240,7.9969400688443395,2,NORMAL
192.168.1.10,10.0.0.12,UDP,40072,22,17.404507575435435,20,8495,1.1491275988886822,3,NORMAL
192.168.1.39,10.0.0.19,UDP,52754,80,19.367776234820795,9,5941,0.4646893835864928,1,NORMAL
192.168.1.49,10.0.0.17,UDP,33989,22,14.061789260884836,69,8411,4.906914669240192,5,NORMAL
192.168.1.2,10.0.0.11,TCP,44898,80,6.382529838610548,46,8584,7.2071735131933234,1,NORMAL
192.168.1.41,10.0.0.4,TCP,35285,443,4.8531025504866845,82,9315,16.896407843633302,5,NORMAL
192.168.1.22,10.0.0.12,TCP,42457,22,4.930665737761608,45,1622,9.126556613920622,3,NORMAL
192.168.1.26,10.0.0.5,TCP,59429,53,4.450202872627404,63,4410,14.156657977887813,5,NORMAL
192.168.1.22,10.0.0.14,ICMP,25915,443,5.592525162594792,46,9754,8.225264735090999,3,NORMAL
192.168.1.26,10.0.0.18,UDP,18411,53,15.645030861469476,67,8355,4.282509928760023,4,NORMAL
192.168.1.33,10.0.0.11,UDP,38976,53,5.450628125861403,88,9366,16.14492824826363,5,NORMAL
192.168.1.44,10.0.0.19,TCP,41599,443,5.171583199430492,65,3829,12.568684964240346,2,NORMAL
192.168.1.30,10.0.0.15,ICMP,26658,443,16.81325638809688,12,5109,0.7137225367297393,4,NORMAL
192.168.1.15,10.0.0.9,ICMP,17785,80,16.73735442396307,10,5706,0.59746598815419,1,NORMAL
192.168.1.47,10.0.0.12,ICMP,30196,443,12.827612397001074,18,2640,1.4032229414889525,3,NORMAL
192.168.1.37,10.0.0.7,TCP,12243,53,4.43148055790628,13,1171,2.9335568169889585,3,NORMAL
192.168.1.9,10.0.0.12,UDP,57754,443,6.768178656538147,55,5799,8.126263030434236,1,NORMAL
192.168.1.42,10.0.0.12,TCP,26940,53,7.177416863285076,38,2044,5.294383860352727,1,NORMAL
192.168.1.47,10.0.0.2,UDP,49814,53,3.6315387908673387,35,5106,9.637787730099056,3,NORMAL
192.168.1.36,10.0.0.10,ICMP,41724,443,14.386634613207223,86,4897,5.977770501035055,2,NORMAL
192.168.1.46,10.0.0.9,UDP,34806,53,19.43586043556608,92,2853,4.733518246079155,1,NORMAL
192.168.1.39,10.0.0.9,ICMP,13680,443,14.148907532853439,59,1615,4.169933251949195,2,NORMAL
192.168.1.27,10.0.0.3,TCP,46221,443,2.2146117192146226,49,4384,22.12577472378638,4,NORMAL
192.168.1.26,10.0.0.9,UDP,15131,53,15.066134664125153,15,9291,0.9956103761449424,1,NORMAL
192.168.1.45,10.0.0.7,ICMP,58280,53,15.660015875297738,78,6195,4.980837862561683,4,NORMAL
192.168.1.3,10.0.0.19,TCP,17408,53,19.500725088381817,62,1266,3.1793689577696007,3,NORMAL
192.168.1.47,10.0.0.20,ICMP,44573,53,7.034475552443091,27,8415,3.83823922603908,5,NORMAL
192.168.1.41,10.0.0.14,TCP,10257,22,13.800655559825362,48,3923,3.478095644943943,1,NORMAL
192.168.1.28,10.0.0.4,ICMP,5035,80,5.029378436427287,37,2983,7.3567738971505285,3,NORMAL
192.168.1.7,10.0.0.15,UDP,58517,22,14.511769382907561,45,9436,3.1009313070398212,1,NORMAL
192.168.1.16,10.0.0.5,ICMP,20854,22,8.202628902636453,69,1503,8.411937297056353,3,NORMAL
192.168.1.45,10.0.0.5,ICMP,5481,80,3.361659005149123,75,8689,22.31041277093273,2,NORMAL
192.168.1.20,10.0.0.15,ICMP,52951,53,11.981836807252822,21,3353,1.7526528142403275,4,NORMAL
192.168.1.45,10.0.0.10,TCP,59189,53,1.7547435805332217,53,1574,30.20384322129542,3,NORMAL
192.168.1.45,10.0.0.10,ICMP,42203,53,14.661398939873479,19,2922,1.2959199922135098,5,NORMAL
192.168.1.36,10.0.0.2,TCP,21079,443,15.522161832066693,40,5491,2.576960634269731,3,NORMAL
192.168.1.49,10.0.0.19,UDP,47998,80,2.1513790559776806,20,2655,9.296362695560001,4,NORMAL
192.168.1.6,10.0.0.20,UDP,28805,53,8.314087102713394,6,4693,0.7216667237034159,2,NORMAL
192.168.1.19,10.0.0.15,ICMP,56746,22,13.571091545975584,92,3733,6.779115717282298,3,NORMAL
192.168.1.37,10.0.0.20,TCP,57794,53,17.39340309837581,25,7315,1.4373265460819735,1,NORMAL
192.168.1.29,10.0.0.14,ICMP,49901,53,18.64647419089436,56,1437,3.003248733604903,1,NORMAL
192.168.1.23,10.0.0.16,TCP,52487,22,16.97255989047236,42,9755,2.4745825185496577,4,NORMAL
192.168.1.10,10.0.0.14,TCP,16295,53,15.11263335810845,38,4966,2.514452584109816,1,NORMAL
192.168.1.9,10.0.0.10,UDP,48415,22,13.50932498074265,55,8867,4.071261893425595,5,NORMAL
192.168.1.26,10.0.0.17,TCP,44579,443,4.148616540486289,20,7137,4.82088421641776,5,NORMAL
192.168.1.6,10.0.0.18,UDP,44952,443,12.577584279612722,5,7663,0.39753261746014357,1,NORMAL
192.168.1.11,10.0.0.14,TCP,9226,53,3.3790999460950064,67,8544,19.827765105742817,4,NORMAL
192.168.1.41,10.0.0.5,UDP,46868,53,11.839761666060097,54,3505,4.560902619754297,1,NORMAL
192.168.1.44,10.0.0.18,ICMP,38084,22,1.2731764519275506,18,3028,14.137867514552712,1,NORMAL
192.168.1.19,10.0.0.10,UDP,20351,443,6.161922463846801,77,6018,12.49610011352366,3,NORMAL
192.168.1.8,10.0.0.11,ICMP,57966,22,18.20059715803703,5,7729,0.27471626104268215,4,NORMAL
192.168.1.15,10.0.0.14,TCP,57916,443,11.638776355838758,40,9412,3.4367874059143193,5,NORMAL
192.168.1.16,10.0.0.12,ICMP,41478,80,18.755660113033297,60,5019,3.1990342988944462,1,NORMAL
192.168.1.31,10.0.0.18,UDP,4169,22,9.99294067835426,40,3140,4.002825723427351,4,NORMAL
192.168.1.9,10.0.0.11,ICMP,51423,22,12.286390319740056,90,3219,7.325178319900888,3,NORMAL
192.168.1.21,10.0.0.5,UDP,32240,22,7.117008834240622,91,6532,12.786270485177727,1,NORMAL
192.168.1.29,10.0.0.6,ICMP,7336,80,13.79589617531409,51,552,3.6967515087028326,3,NORMAL
192.168.1.13,10.0.0.13,UDP,14334,443,16.270029224879927,37,9232,2.274120070013154,3,NORMAL
192.168.1.44,10.0.0.2,TCP,32091,443,12.24527024585802,59,2041,4.818186844014883,3,NORMAL
192.168.1.2,10.0.0.12,UDP,10312,443,12.111601202221589,29,4425,2.3943985205424885,4,NORMAL
192.168.1.15,10.0.0.7,TCP,5148,80,14.075978943519726,47,5026,3.339021761014908,5,NORMAL
192.168.1.25,10.0.0.9,TCP,20297,22,12.442462073966222,42,3941,3.3755377151502834,3,NORMAL
192.168.1.18,10.0.0.15,UDP,6287,80,8.445152329511448,34,696,4.025978297772978,1,NORMAL
192.168.1.2,10.0.0.3,ICMP,32304,22,7.987708984242743,45,8625,5.633655418439875,1,NORMAL
192.168.1.11,10.0.0.20,ICMP,42055,22,1.0548944514059664,45,3506,42.658296230512796,1,NORMAL
192.168.1.48,10.0.0.7,TCP,45641,22,4.174599002640402,44,1264,10.53993448764069,2,NORMAL
192.168.1.27,10.0.0.6,ICMP,1812,22,19.46005729590332,78,7520,4.008210192496215,1,NORMAL
192.168.1.47,10.0.0.3,ICMP,14719,53,12.089315945955326,16,7663,1.3234826578713956,4,NORMAL
192.168.1.24,10.0.0.3,ICMP,32445,22,9.137147063615409,22,798,2.4077537383200425,5,NORMAL
192.168.1.46,10.0.0.15,ICMP,6007,53,10.20034282241553,5,9913,0.49017960347493067,5,NORMAL
192.168.1.15,10.0.0.10,ICMP,21120,443,10.496843690967475,72,3574,6.859204739988263,4,NORMAL
192.168.1.47,10.0.0.6,TCP,54526,53,16.872564722513417,87,2663,5.156299675289677,5,NORMAL
192.168.1.27,10.0.0.18,ICMP,23808,443,11.409682407945626,95,7597,8.326261556048452,3,NORMAL
192.168.1.17,10.0.0.15,ICMP,38198,22,14.214871425472175,13,7306,0.9145351801568039,5,NORMAL
192.168.1.42,10.0.0.11,TCP,11003,22,11.6982087786793,83,8727,7.095103324816066,4,NORMAL
192.168.1.43,10.0.0.15,TCP,6279,80,5.194404135979675,48,5740,9.24071341841158,5,NORMAL
192.168.1.16,10.0.0.5,TCP,28414,80,5.265302437877615,69,5721,13.104660333208349,5,NORMAL
192.168.1.22,10.0.0.16,TCP,51363,80,1.6572424943207338,71,8192,42.842251657987624,2,NORMAL
192.168.1.22,10.0.0.8,UDP,16109,80,19.480654134517156,69,9720,3.5419755170202976,5,NORMAL
192.168.1.35,10.0.0.2,TCP,14778,443,7.874093571141576,93,1067,11.810883266722087,1,NORMAL
192.168.1.36,10.0.0.2,TCP,32221,53,19.436547034104862,23,4127,1.1833377584836664,3,NORMAL
192.168.1.13,10.0.0.6,ICMP,58883,22,11.160621816025882,5,3694,0.4480037118380219,3,NORMAL
192.168.1.33,10.0.0.17,UDP,40245,80,4.638156369759294,29,818,6.252484325254651,4,NORMAL
192.168.1.39,10.0.0.13,UDP,34262,53,14.870810910228759,83,4606,5.581403764801364,3,NORMAL
192.168.1.21,10.0.0.13,ICMP,8816,443,2.3939297190810795,7,2752,2.924062450207177,1,NORMAL
192.168.1.31,10.0.0.16,ICMP,11877,22,19.29483802556072,48,9579,2.4877119951156,1,NORMAL
192.168.1.46,10.0.0.16,ICMP,21383,443,2.4891196810305445,86,3261,34.550367608034946,4,NORMAL
192.168.1.46,10.0.0.9,ICMP,59478,22,5.046561318921635,23,3797,4.557558810147325,3,NORMAL
192.168.1.17,10.0.0.9,ICMP,20030,53,17.691354741439202,56,9098,3.165387886820722,2,NORMAL
192.168.1.26,10.0.0.16,UDP,40523,22,13.179117685927569,34,1999,2.5798388640466126,2,NORMAL
192.168.1.8,10.0.0.9,UDP,57124,53,2.2510809518872925,56,7739,24.87693743445785,1,NORMAL
192.168.1.46,10.0.0.11,ICMP,20643,22,13.765861645057287,44,7411,3.196312816045079,1,NORMAL
192.168.1.40,10.0.0.17,UDP,31408,80,12.47347417379371,10,7654,0.8017012630698844,4,NORMAL
192.168.1.48,10.0.0.20,ICMP,45809,443,5.478124760953961,20,3617,3.650884357828535,2,NORMAL
192.168.1.24,10.0.0.5,TCP,3731,443,14.64210431156794,19,724,1.2976276903716033,2,NORMAL
192.168.1.28,10.0.0.12,ICMP,56475,443,4.359919420149872,49,9320,11.238739820176683,4,NORMAL
192.168.1.15,10.0.0.4,UDP,22628,80,7.79080993090227,37,6242,4.7491853001366895,4,NORMAL
192.168.1.27,10.0.0.7,ICMP,8278,443,6.534449192373998,19,1441,2.907666651104101,3,NORMAL
192.168.1.38,10.0.0.10,TCP,3297,80,9.072244958576695,68,6013,7.495388441392816,1,NORMAL
192.168.1.8,10.0.0.9,UDP,45940,80,1.392932252427062,13,4130,9.332830062157468,2,NORMAL
192.168.1.24,10.0.0.4,ICMP,33925,443,7.918550938392578,76,8919,9.597715616315474,3,NORMAL
192.168.1.49,10.0.0.11,ICMP,55892,80,14.96713774406844,93,5065,6.213612889134826,4,NORMAL
192.168.1.30,10.0.0.7,ICMP,50359,22,8.862273200612862,85,6721,9.591218649648706,1,NORMAL
192.168.1.13,10.0.0.7,UDP,59854,22,5.938886229758103,57,6338,9.597759208517733,4,NORMAL
192.168.1.38,10.0.0.5,ICMP,23947,53,12.049224137814019,29,3629,2.40679397016024,3,NORMAL
192.168.1.30,10.0.0.15,ICMP,8372,443,6.69213007405167,59,636,8.816325945123053,4,NORMAL
192.168.1.8,10.0.0.5,ICMP,24878,80,15.430816470442158,23,3473,1.4905238516741268,5,NORMAL
192.168.1.38,10.0.0.4,ICMP,13437,80,12.303849290415371,79,8822,6.420754849585207,5,NORMAL
192.168.1.43,10.0.0.18,TCP,42110,53,11.815267398552159,84,4307,7.109445530643965,5,NORMAL
192.168.1.7,10.0.0.20,ICMP,10201,22,19.927262196257487,5,1086,0.2509125413594971,3,NORMAL
192.168.1.38,10.0.0.13,TCP,1136,22,3.6762323536472206,22,7150,5.984387787179344,5,NORMAL
192.168.1.37,10.0.0.11,ICMP,59519,22,9.544778495572276,70,3385,7.3338527481253,2,NORMAL
192.168.1.41,10.0.0.11,TCP,53480,22,13.761108777302173,47,9382,3.415422460544943,2,NORMAL
192.168.1.25,10.0.0.12,UDP,47873,22,9.245162231545416,6,811,0.6489880707044168,3,NORMAL
192.168.1.9,10.0.0.13,ICMP,54033,22,18.675556755866612,38,4746,2.034745228576007,3,NORMAL
192.168.1.49,10.0.0.7,TCP,13871,80,1.7620225754533767,9,3536,5.107766566318968,3,NORMAL
192.168.1.44,10.0.0.5,ICMP,23664,80,13.496835989755489,5,8815,0.3704571948414542,5,NORMAL
192.168.1.13,10.0.0.5,TCP,6351,80,9.055765934898696,85,4143,9.386285004610254,2,NORMAL
192.168.1.32,10.0.0.19,UDP,26681,53,1.2135226595276989,28,3246,23.07332276011851,5,NORMAL
192.168.1.22,10.0.0.7,TCP,41839,443,19.319733931819925,28,2410,1.449295321499409,2,NORMAL
192.168.1.25,10.0.0.18,TCP,12130,80,9.366718895758778,92,5965,9.822009288829765,3,NORMAL
192.168.1.39,10.0.0.11,ICMP,14176,22,17.96433408066923,43,2725,2.393631726447948,3,NORMAL
192.168.1.14,10.0.0.4,ICMP,32610,443,13.191263620778432,43,5220,3.259733201925239,2,NORMAL
192.168.1.26,10.0.0.2,TCP,22772,80,8.50044444493808,9,6235,1.0587681689231438,2,NORMAL
192.168.1.19,10.0.0.20,UDP,51780,80,2.9053212462975604,15,7361,5.162940249418364,5,NORMAL
192.168.1.3,10.0.0.8,UDP,54463,53,3.4692708273921196,42,9151,12.106290367527103,2,NORMAL
192.168.1.17,10.0.0.11,ICMP,14976,443,17.38358686321564,55,1010,3.163903999374386,5,NORMAL
192.168.1.34,10.0.0.17,ICMP,36195,443,11.275307061670413,79,4709,7.0064610717835585,3,NORMAL
192.168.1.43,10.0.0.19,UDP,25682,80,3.0425155872267835,84,6508,27.608732836949898,5,NORMAL
192.168.1.22,10.0.0.2,ICMP,47097,80,8.8302583656428,93,3080,10.531968165489804,3,NORMAL
192.168.1.9,10.0.0.19,ICMP,33728,80,9.451499129316925,32,7205,3.385706284492108,2,NORMAL
192.168.1.28,10.0.0.12,ICMP,32230,80,1.370656709735349,87,4299,63.47322373433553,3,NORMAL
192.168.1.33,10.0.0.5,TCP,20644,443,16.074654411643127,91,8005,5.661085935016261,5,NORMAL
192.168.1.40,10.0.0.14,TCP,4774,80,1.259013611640904,32,4896,25.416722825016638,2,NORMAL
192.168.1.44,10.0.0.3,TCP,4140,80,6.382946233929251,30,4814,4.700023923205198,1,NORMAL
192.168.1.23,10.0.0.3,ICMP,18477,443,1.4067846263384065,91,8957,64.6865186726242,3,NORMAL
192.168.1.14,10.0.0.4,TCP,41544,22,8.620167666440608,82,6795,9.512575993067545,2,NORMAL
192.168.1.22,10.0.0.8,UDP,35959,80,4.538627158093293,43,4270,9.474230533195986,3,NORMAL
192.168.1.44,10.0.0.8,TCP,36454,22,15.41075394541541,50,5500,3.2444875946432616,2,NORMAL
192.168.1.37,10.0.0.12,TCP,55204,443,12.327440174766588,54,5157,4.380471471322509,3,NORMAL
192.168.1.4,10.0.0.8,TCP,18772,80,13.156695396450628,5,8005,0.3800346401079472,4,NORMAL
192.168.1.48,10.0.0.9,ICMP,47636,80,6.71729039978658,54,2541,8.038955707753185,4,NORMAL
192.168.1.6,10.0.0.18,UDP,23748,80,15.708609003710311,63,6095,4.01053969737993,5,NORMAL
192.168.1.47,10.0.0.16,UDP,44736,53,18.116296868614906,35,2638,1.931962158372157,3,NORMAL
192.168.1.17,10.0.0.10,UDP,52360,53,18.874917966728965,55,4583,2.9139199490535077,1,NORMAL
192.168.1.7,10.0.0.20,ICMP,8904,22,5.979290168676693,26,3215,4.348342239051127,5,NORMAL
192.168.1.22,10.0.0.5,ICMP,46937,443,18.844793153679518,21,7172,1.114366171533152,4,NORMAL
192.168.1.25,10.0.0.3,ICMP,54364,53,14.278561425252915,83,6054,5.8129105256505085,2,NORMAL
192.168.1.27,10.0.0.20,ICMP,14355,80,16.330752406651822,16,5303,0.9797466523026153,5,NORMAL
192.168.1.24,10.0.0.5,ICMP,11935,443,7.404789968210757,65,6500,8.778101779935584,5,NORMAL
192.168.1.7,10.0.0.2,ICMP,43660,80,17.923839580009403,76,5622,4.240162921607678,4,NORMAL
192.168.1.44,10.0.0.10,UDP,41131,80,8.4321782939289,91,7978,10.79199191809301,1,NORMAL
192.168.1.38,10.0.0.15,UDP,13679,443,9.135865973773214,99,4833,10.836411160606366,3,NORMAL
192.168.1.48,10.0.0.10,ICMP,57877,443,10.78339683891522,11,7241,1.020086728172991,5,NORMAL
192.168.1.47,10.0.0.20,UDP,24504,443,8.848177423412656,90,2539,10.171586270620676,4,NORMAL
192.168.1.10,10.0.0.14,UDP,56087,443,14.357185269560986,25,9338,1.7412883884004131,3,NORMAL
192.168.1.10,10.0.0.14,TCP,16773,53,8.632671367528921,62,3502,7.18201786682253,3,NORMAL
192.168.1.7,10.0.0.2,TCP,20285,443,15.33132610193588,47,5548,3.0656187003983515,4,NORMAL
192.168.1.33,10.0.0.9,ICMP,33201,80,13.706411098764255,98,7178,7.149938761783929,2,NORMAL
192.168.1.17,10.0.0.15,UDP,22687,443,8.351273612474937,7,2113,0.8381955046405812,4,NORMAL
192.168.1.4,10.0.0.13,ICMP,42346,80,9.643469293229149,41,5368,4.251581951817571,3,NORMAL
192.168.1.31,10.0.0.10,ICMP,7863,80,3.2369998282155796,56,1426,17.29997002529049,5,NORMAL
192.168.1.40,10.0.0.11,TCP,27867,22,1.6174203375193916,69,886,42.66052453985094,2,NORMAL
192.168.1.3,10.0.0.16,ICMP,52060,53,14.375049436555452,93,7878,6.469542968214282,1,NORMAL
192.168.1.10,10.0.0.12,ICMP,52178,80,15.994749586469963,83,7195,5.189202841300505,1,NORMAL
192.168.1.29,10.0.0.14,UDP,17543,443,8.120812546019334,10,2329,1.231403870404792,2,NORMAL
192.168.1.43,10.0.0.3,UDP,41345,443,10.716939439413233,43,978,4.01233955301275,4,NORMAL
192.168.1.32,10.0.0.12,ICMP,15531,80,16.237583198041605,24,4475,1.478052472913248,2,NORMAL
192.168.1.14,10.0.0.16,ICMP,6545,53,12.113904578875717,97,1233,8.00732739542534,5,NORMAL
192.168.1.50,10.0.0.18,UDP,20668,443,2.5345374952095643,26,1817,10.258281855818524,3,NORMAL
192.168.1.8,10.0.0.20,UDP,21407,443,8.66765158014682,71,8337,8.191376792604917,5,NORMAL
192.168.1.14,10.0.0.13,TCP,11022,22,18.596770933378014,29,2097,1.559410507549457,5,NORMAL
192.168.1.12,10.0.0.2,UDP,57632,80,3.4184434328761086,69,6376,20.184625357964993,4,NORMAL
192.168.1.33,10.0.0.15,TCP,49852,53,18.783478601821997,67,7148,3.5669644276380734,2,NORMAL
192.168.1.18,10.0.0.19,TCP,41117,53,17.19350655689736,21,897,1.2213913392539244,4,NORMAL
192.168.1.9,10.0.0.12,ICMP,45502,443,10.314596621037774,71,6860,6.883449019730695,5,NORMAL
192.168.1.32,10.0.0.10,TCP,50164,22,10.399213875734102,29,586,2.7886723310566426,5,NORMAL
192.168.1.23,10.0.0.8,UDP,11960,22,19.61692579826367,6,6814,0.3058583216199488,2,NORMAL
192.168.1.36,10.0.0.6,TCP,27506,53,10.620298112655469,54,6577,5.0846030334734165,1,NORMAL
192.168.1.21,10.0.0.6,TCP,13125,443,1.0219339437795825,76,7425,74.36879894498561,2,NORMAL
192.168.1.30,10.0.0.20,UDP,24214,53,9.59253027835807,35,7302,3.648672350710668,1,NORMAL
192.168.1.17,10.0.0.16,UDP,49020,22,2.525100197620074,70,8137,27.72167221957193,5,NORMAL
192.168.1.27,10.0.0.10,ICMP,47173,80,10.82509656482848,16,5275,1.478046861215553,3,NORMAL
192.168.1.46,10.0.0.13,TCP,29671,22,18.887252675493386,55,1754,2.9120169537078135,1,NORMAL
192.168.1.41,10.0.0.3,ICMP,17679,443,19.940731192192686,40,1446,2.005944496943073,3,NORMAL
192.168.1.3,10.0.0.2,UDP,28288,80,13.365587371669802,32,3392,2.394208283567724,4,NORMAL
192.168.1.5,10.0.0.7,TCP,38949,53,9.87451394841192,98,6971,9.924539122835606,2,NORMAL
192.168.1.4,10.0.0.14,UDP,44418,443,14.678790778869589,7,1685,0.4768785185000824,1,NORMAL
192.168.1.7,10.0.0.17,UDP,22710,53,1.6867724330271696,59,7703,34.97804377447379,1,NORMAL
192.168.1.30,10.0.0.8,TCP,11486,80,2.1758713657438733,72,3341,33.09019142102874,2,NORMAL
192.168.1.38,10.0.0.8,UDP,30205,53,12.418524995409188,44,8501,3.543093887258405,5,NORMAL
192.168.1.29,10.0.0.6,ICMP,46078,53,12.030396809566044,55,8499,4.5717527751259555,5,NORMAL
192.168.1.21,10.0.0.11,TCP,41426,80,8.65775814696648,34,3117,3.927113627205327,2,NORMAL
192.168.1.11,10.0.0.20,ICMP,12761,22,17.592588777251365,5,3633,0.284210587953116,3,NORMAL
192.168.1.5,10.0.0.15,UDP,41078,22,18.45695072253093,65,4859,3.5217084868007276,5,NORMAL
192.168.1.20,10.0.0.13,ICMP,16131,443,2.9803113625969564,55,8158,18.45444764270355,3,NORMAL
192.168.1.32,10.0.0.5,TCP,59214,80,2.6132800714734636,9,8566,3.443947741477808,1,NORMAL
192.168.1.13,10.0.0.18,ICMP,47277,22,3.7240907010657582,70,4203,18.796534676227793,3,NORMAL
192.168.1.14,10.0.0.3,TCP,8433,80,7.218398813146551,23,6859,3.1863021973946792,1,NORMAL
192.168.1.5,10.0.0.5,TCP,27034,80,19.46572110818738,85,3940,4.366650458392141,4,NORMAL
192.168.1.11,10.0.0.18,UDP,6532,22,14.31394036347459,64,2070,4.471165756936585,5,NORMAL
192.168.1.43,10.0.0.15,UDP,55498,22,8.870962835639682,8,795,0.901818680590056,4,NORMAL
192.168.1.33,10.0.0.14,TCP,30649,22,8.898031491138543,5,8642,0.5619220391588239,4,NORMAL
192.168.1.28,10.0.0.4,ICMP,24054,443,12.535289455553364,36,4851,2.871892199031059,1,NORMAL
192.168.1.39,10.0.0.16,UDP,44285,443,3.2447601730877134,97,8485,29.894351146357547,1,NORMAL
192.168.1.14,10.0.0.18,ICMP,49943,22,3.015869302698613,31,600,10.278960023984151,5,NORMAL
192.168.1.44,10.0.0.17,ICMP,23855,443,3.642253466319324,11,6602,3.020108320774293,4,NORMAL
192.168.1.36,10.0.0.2,UDP,34534,53,10.076705745814692,76,7890,7.542147395895351,3,NORMAL
192.168.1.18,10.0.0.18,ICMP,37928,80,5.378378228224547,39,987,7.2512564838479685,2,NORMAL
192.168.1.3,10.0.0.8,UDP,14761,22,1.4807473627120242,35,9070,23.63671270425001,3,NORMAL
192.168.1.16,10.0.0.18,TCP,40523,22,5.558591929447429,56,3112,10.074493812602443,2,NORMAL
192.168.1.49,10.0.0.14,TCP,52028,22,4.353317515483173,7,1905,1.6079690891150338,4,NORMAL
192.168.1.37,10.0.0.8,UDP,12467,80,13.107609002624605,36,9530,2.7464963284143993,3,NORMAL
192.168.1.6,10.0.0.8,UDP,54397,80,13.124185615511102,23,5537,1.7524896914606993,3,NORMAL
192.168.1.50,10.0.0.2,TCP,52693,53,9.670958580602681,84,3136,8.68579875509768,2,NORMAL
192.168.1.26,10.0.0.20,TCP,6730,53,5.973005810734952,19,7406,3.180977986971376,5,NORMAL
192.168.1.33,10.0.0.2,TCP,53288,22,1.3988624565196177,32,5449,22.875730098308797,1,NORMAL
192.168.1.33,10.0.0.2,ICMP,35542,80,3.0429967388907446,59,7117,19.38878186951561,5,NORMAL
192.168.1.43,10.0.0.17,UDP,14313,22,7.828534488765248,10,9227,1.2773782901960806,2,NORMAL
192.168.1.40,10.0.0.20,ICMP,22880,22,15.226176457789848,54,7782,3.5465239845143866,4,NORMAL
192.168.1.45,10.0.0.6,ICMP,45262,80,7.343531905389479,14,4191,1.9064395961465468,5,NORMAL
192.168.1.7,10.0.0.5,TCP,39655,22,18.473519190128602,32,9669,1.7322092055475453,3,NORMAL
192.168.1.41,10.0.0.20,ICMP,18642,53,4.672926590055557,57,9241,12.197923271746138,5,NORMAL
192.168.1.25,10.0.0.4,UDP,35137,443,11.625207378185511,7,7164,0.6021397960724014,3,NORMAL
192.168.1.28,10.0.0.9,TCP,5139,22,18.75530680947027,23,1204,1.2263195816336325,5,NORMAL
192.168.1.18,10.0.0.4,UDP,51085,443,2.748242862228932,85,6224,30.928853184052915,5,NORMAL
192.168.1.30,10.0.0.16,ICMP,42771,53,12.308660619299442,19,643,1.5436285545324753,2,NORMAL
192.168.1.37,10.0.0.17,ICMP,31007,53,10.695248579218324,59,5972,5.516468323573279,1,NORMAL
192.168.1.12,10.0.0.10,TCP,57582,22,13.69816995567281,18,7629,1.3140441429948588,4,NORMAL
192.168.1.3,10.0.0.7,TCP,15450,80,6.783054113383415,26,7145,3.8330816127060348,2,NORMAL
192.168.1.22,10.0.0.14,TCP,29000,443,17.914016251429345,61,2478,3.4051548878735027,2,NORMAL
192.168.1.27,10.0.0.7,ICMP,46745,22,16.236895710710595,31,5748,1.9092319463227807,3,NORMAL
192.168.1.23,10.0.0.11,TCP,33344,80,9.6061876487649,59,7356,6.141874608038271,3,NORMAL
192.168.1.46,10.0.0.4,TCP,27800,53,16.833308022759834,40,4562,2.376241196674899,2,NORMAL
192.168.1.30,10.0.0.20,UDP,20551,443,2.3227796871721402,67,7271,28.844750266250568,5,NORMAL
192.168.1.35,10.0.0.14,ICMP,6260,53,16.80227874887526,30,2530,1.7854721046101079,4,NORMAL
192.168.1.26,10.0.0.20,ICMP,49097,443,8.730785961107086,48,6988,5.497786821693367,3,NORMAL
192.168.1.7,10.0.0.20,TCP,57725,46360,1.902321788678096,233,3427,122.48190678713159,34,PORT_SCAN
192.168.1.19,10.0.0.6,TCP,36633,10692,0.3445155986368326,134,3958,388.95190966738966,38,PORT_SCAN
192.168.1.34,10.0.0.17,TCP,29158,4902,1.3106672698689978,176,1811,134.28274593107932,32,PORT_SCAN
192.168.1.2,10.0.0.16,TCP,14968,124,0.17753125212607923,301,4379,1695.4761282607058,49,PORT_SCAN
192.168.1.26,10.0.0.12,TCP,25085,9783,1.9213923017826677,395,2190,205.58008878952987,61,PORT_SCAN
192.168.1.36,10.0.0.19,TCP,10855,21719,2.874807246365383,479,2433,166.61986663822398,63,PORT_SCAN
192.168.1.16,10.0.0.9,TCP,50292,19290,1.2767035520351662,266,4730,208.34907177627494,58,PORT_SCAN
